id,attention,progress-belief,mechanism_open-ended,charity-choice - Selected Choice,charity-choice - None of these (please enter a charity of your choice) - Text,donation-amount,donation-binary,humanprogress1,humanprogress2,humanprogress3,humanprogress4,inevitableprogress1,inevitableprogress2,inevitableprogress3,inevitableprogress4,humanprogress.mean,inevitableprogress.mean,donation-openended,gender - Selected Choice,gender - Prefer to self-identify: - Text,politics - Selected Choice,politics - Other - Text,age,religion,country,"Are you of Spanish, Hispanic, or Latino origin?",What is your race? Select all that apply. - Selected Choice,l-human-action,c-human-action,l-inevitable,c-inevitable,l-action-as-cause,c-action-as-cause,l-belief-as-cause,c-belief-as-cause,l-self-reference,c-self-reference
298,instructions,Yes,"Moral advancement results from a group's endeavor to confront and vanquish injustices and disparities. It entails an ongoing conversation, critical thought, and a readiness to face preconceptions and biases. The global campaigns to combat poverty and injustice, environmental conservation efforts, and civil rights movements are a few specific examples. Fostering empathy, encouraging discussion from a variety of viewpoints, and passing laws that put human dignity and well-being first ensure a more compassionate and just world for all are ways that moral progress is maintained.",Voices for Racial Justice,,20,1,7,7,7,7,3,7,7,7,7,6,I am very passionate about racial justice,Woman,,Liberal,,51,Baptist,United States of America,No,Black,0,0,0,0,0,0,1,1,0,0
175,instructions,Yes,It occurs slowly as people stand up for what they believe in and slowly move the tide for all of humanity. ,Nonviolent Peaceforce (peace efforts),,0,0,7,7,6,7,6,7,6,5,6.75,6,I generally don't donate to charities,Man,,Liberal,,38,Atheism,United States of America,No,White,1,1,0,0,1,1,0,1,0,0
40,instructions,Yes,Moral progress can occur by teaching our children to be better than the last generation.  In the last 100 years we have made significant progress to be more moral in several areas.  One key example is the issue of race.,Hope for Ukraine Inc.,,10,1,7,6,6,6,6,6,6,6,6.25,6,That would be an amount that I would typically donate to a charity in a given month.,Man,,Moderate,,38,Agnosticism,United States of America,No,White,1,1,0,0,1,1,1,1,0,0
172,instructions,Yes,"I think in the current world, there is a level of outrage that occurs when we hear about child marriages, where a 13 or 14 year old girl marries an older man. This was standard practice a few centuries ago and our society has evolved to where this is no longer acceptable.",A Bond of Love Adoption Agency Inc.,,0,0,5,3,5,5,6,6,6,6,4.5,6,i felt that it wasn't nothing but $20 wouldn't make significantly more impact than $2,Woman,,Moderate,,33,Agnosticism,United States of America,No,Asian,1,1,0,0,1,1,1,0,0,0
265,instructions,Yes,"More progress can occur when a large group of people speak about and acknowledge there's a problem in society at large. And when you put people in power that also recognizes there's issues within the society, laws can be enacted that are more for moral progression.",A Bond of Love Adoption Agency Inc.,,10,1,6,6,7,5,6,6,6,6,6,6,I thought it was a fair and moral amount.,Man,,Liberal,,48,Catholicism,United States of America,No,White,1,1,0,0,1,1,0,0,0,0
293,instructions,Yes,"
Moral progress arises from collective efforts to challenge oppressive systems, promote empathy, and enact policies prioritizing equality. Examples include the abolition of slavery and advancements in civil rights and LGBTQ+ rights. Such progress reflects evolving societal norms and increased awareness of ethical principles.",Genders & Sexualities Alliance Network,,10,1,7,6,6,6,5,5,7,7,6.25,6,I think that will be a great help to them,Woman,,Very liberal,,48,Agnosticism,United States of America,No,Black,1,1,0,0,1,1,0,0,0,0
146,instructions,Yes,moral progress can occur through education and societal changes,Palestine Children’s Relief Fund,,15,1,7,6,6,6,6,6,6,6,6.25,6,That is what i will spare,Man,,Very conservative,,40,Catholicism,United States of America,No,White,1,1,0,0,1,1,0,0,0,0
260,instructions,Yes,moral progress can occur through educating the general public. Also this can also occur as we show love and compassion to others,Voices for Racial Justice,,15,1,6,7,5,7,6,7,6,5,6.25,6,To help the charity achieve its objectives,Man,,Liberal,,56,Catholicism,United States of America,No,Black,1,1,0,0,0,1,0,0,0,0
149,instructions,Yes,"I think some evidence of this is women's rights, and abolition of slavery. In general there are more rights for queer people in a lot of places in the world as well. I think with people becoming less religious it is actually making them more moral, and allowing for critical thinking. There is a long way to go, but at some point it should keep getting better.",Abortion Care Network,,20,1,7,7,7,6,7,7,4,6,6.75,6,"Because $20 is not that much to me so I may as well donate it, and it is for a cause that I care about.",Woman,,Very liberal,,28,Agnosticism,United States of America,No,White,1,1,0,0,1,0,1,1,0,0
177,instructions,Yes,Moral progress is progressing. Used to be we have sexual harassment cases or women's issue in the workplace. Now women can speak up and demand rights.,Palestine Children’s Relief Fund,,20,1,7,6,6,7,6,6,6,6,6.5,6,I don't choose sides but I feel bad for them. I don't really know who is right or wrong.,Woman,,Liberal,,50,Catholicism,United States of America,No,Asian,1,1,0,0,0,1,1,0,0,0
225,instructions,Yes,"Moral progress occurs as people have more time in their life to become more self aware, and more aware of the effect of their actions on others.  It makes them question their and others actions to ensure we are not harming anyone else.  This push to be better, and for society to be better has human beings become friendlier and kindlier to one another.  Now this progression doesn't happen through ever human being, but rather only to a certain small percentage, which is why it takes so long.",Palestine Children’s Relief Fund,,20,1,7,4,5,6,5,7,6,6,5.5,6,"Because to me $20 isn't much, but to someone else it could be the world.",Man,,Liberal,,47,Buddhism,United States of America,No,White,1,1,0,0,1,1,0,0,0,0
47,instructions,Yes,moral progress can occur when people determine that other people have value. This usually starts to happen when people are more exposed to different types of people. For example if someone spends their whole life in a small town they are less likely to have empathy for people born around the world because they've never met them.,Any Woman Can LLC (women's rights),,0,0,6,6,6,7,7,6,7,5,6.25,6.25,I picked 10% for no reason in particular,Man,,Liberal,,51,Atheism,United States of America,No,White,1,0,0,0,0,0,0,0,0,0
150,instructions,Yes,Moral progress can occur by people learning new things and applying those things to situations they experience.,None of these (please enter a charity of your choice),Feeding American Schoolchildren,0,0,5,6,5,6,6,6,7,6,5.5,6.25,A. Cost effectiveness B. In hopes my donation will buy a meal or two,Woman,,Other,No preference,24,Other,United States of America,No,White,1,0,0,0,1,0,1,1,0,0
48,instructions,Yes,"Moral progress can occur when everyone -- not just the majority of people -- learn to live with and understand that people can be vastly different in terms of beliefs, gender, race, etc and still be great people. Moral progress will be when there is no more discussion of criminalizing certain groups of people, but instead learning how we can all exist as a society peacefully together.",Nonviolent Peaceforce (peace efforts),,5,1,6,6,6,6,7,6,6,6,6,6.25,I would donate more but I cannot afford much at the moment,Man,,Liberal,,41,Agnosticism,United States of America,No,White,0,0,1,1,0,0,1,1,0,1
133,instructions,Yes,I believe moral progress can occur when understanding about a certain issue/subject is deeply understood by the general public and is resulted into changing the behaviors regarding the said issue.,A Bond of Love Adoption Agency Inc.,,10,1,6,6,7,6,7,6,6,6,6.25,6.25,I think it was a fairly generous amount that could help progress the organization's mission,Man,,Liberal,,25,Catholicism,United States of America,No,Asian,1,0,0,1,1,0,0,0,0,0
224,instructions,Yes,"Moral progress occurs in examples such as women's rights. First we had to gain the right to vote, and then we gained other rights such as property ownership. A law had to be passed in the 1970s to even allow women to participate in college sports. The lack of rights was reflected in attitudes. My grandmother, who was born in the 1910s, was not allowed by her father to go to college, whereas I was encouraged and enabled by my father to go to college. And I will inherit (small amounts) of property and money from my parents someday as opposed to it being passed on to my brother as it would have been in the past.",Any Woman Can LLC (women's rights),,20,1,7,7,7,7,6,7,6,6,7,6.25,It was the maximum amount that corresponded to the issue I chose to write about.,Woman,,Very liberal,,49,Methodist,United States of America,No,White,0,0,1,1,0,0,0,0,0,0
254,instructions,Yes,"Moral progress is often the result of increased empathy and understanding in society, as we understand the underlying evil in the world. Philosophical and social movements can also question accepted standards, which can lead to reform and critical thought over time. Consider the struggle for women's suffrage which necessitated tenacious social activity in addition to a growing knowledge of women's rights.",Voices for Racial Justice,,9,1,7,7,5,5,6,7,6,6,6,6.25,Its a medium amount of money that I wouldn't mind parting with,Man,,Moderate,,25,Agnosticism,United States of America,No,White,1,1,0,0,1,1,0,0,0,0
125,instructions,Yes,"Changes in laws, social movements, education, technology, globalization, and philosophical discussion can all contribute to moral growth. These methods promote more empathy, justice, and equality by causing changes in society attitudes, cultural norms, and legal frameworks. By means of critical reflection, advocacy, and collaboration, individuals and communities foster the continuous advancement of moral consciousness and behavior, so paving the way for a more equitable and compassionate world.",Voices for Racial Justice,,10,1,7,7,7,7,6,7,6,6,7,6.25,"I decided to give $10 because it's a sum I feel comfortable giving right now. Even while it may not be a significant amount, I think every little bit counts, particularly when it comes to advancing causes like racial justice. I think it's vital to lend my support in any way I can, and making this donation is just one way I can. Furthermore, via consistent donations, regardless of the size, I can sustain Voices for Racial Justice's ongoing efforts and foster constructive transformation in my local community.",Woman,,Liberal,,42,Catholicism,United States of America,,Black,1,1,0,0,1,0,1,1,0,0
212,instructions,Yes,the striving for equality and human right. i believed this two morals has being occurring in the pass years and it will continue in the future as well.,Abortion Care Network,,15,1,6,7,6,6,6,6,6,7,6.25,6.25,because i love to donate to help others ,Man,,Liberal,,58,Non-denominational Christianity,United States of America,No,Black,1,1,0,0,0,0,0,0,0,0
199,instructions,Yes,,Nonviolent Peaceforce (peace efforts),,20,1,7,7,4,7,7,4,7,7,6.25,6.25,40,Man,,Conservative,,35,Islam,United States of America,No,White,1,1,0,0,1,1,0,0,0,0
270,instructions,Yes,"Moral progress can occur through increased empathy and understanding among individuals and societies. Education, dialogue, and exposure to diverse perspectives help challenge and change outdated beliefs and values.",A Bond of Love Adoption Agency Inc.,,20,1,5,5,6,6,7,6,6,6,5.5,6.25,That's what I think I can also donate to help ,Man,,Liberal,,50,Pentecostalism,United States of America,No,White,1,1,0,0,1,1,0,0,0,0
297,instructions,Yes,"Humanity has made moral progress in its knowledge of justice, equality, and compassion. It manifests through social contemplation, education, and empathy, resulting in modifications to institutions, laws, and norms. The eradication of slavery, progress made toward gender equality, and heightened awareness of human rights are a few specific examples. When people and cultures value collaboration, tolerance, and diversity respect, moral development flourishes and creates a more just and compassionate world for coming generations.",Any Woman Can LLC (women's rights),,20,1,7,7,7,7,5,7,7,7,7,6.5,It is a cause i am passionate about,Woman,,Liberal,,52,Baptist,United States of America,No,Black,0,0,0,0,0,0,0,0,0,0
68,instructions,Yes,"it can occur when people learn and grow from situations rather than being closed off and not willing to learn. For example, accepting everyone and not judging based off their skin color. People have realized that on the inside everyone is the same and deserves to be treated as such",A Bond of Love Adoption Agency Inc.,,3,1,7,7,7,7,5,7,7,7,7,6.5,I am broke and can barely feed myself so I need to keep most of my money for me but would still like to donate something ,Woman,,Conservative,,29,Catholicism,United States of America,No,White,0,0,1,1,0,0,0,0,0,0
166,instructions,Yes,"Moral progress can occur by extending equal rights to more classes of individuals. For a long time women were not allowed to own land or vote. Giving women this right to own land, vote, and have employment is an example of moral progress. ",Nonviolent Peaceforce (peace efforts),,4,1,6,2,6,5,7,7,7,5,4.75,6.5,I thought the amount I selected was a fair amount to donate. ,Man,,Liberal,,34,Catholicism,United States of America,Yes,White,1,1,0,0,1,1,0,0,0,0
99,instructions,Yes,"Moral progress can occur through evolution and growth. As humans grow in generations, we become more familiar and capable to distinguish between what is wrong and what is right.",Nonviolent Peaceforce (peace efforts),,15,1,6,7,7,7,7,6,7,6,6.75,6.5,Its a fair amount since donations are made collaboratively ,Woman,,Very liberal,,51,Catholicism,United States of America,No,Black,1,1,0,0,1,1,0,0,0,0
143,apple,Yes,"Moral progress can occur through a combination of factors such as increased awareness and education, changes in societal norms and values, advancements in technology and communication that foster empathy and understanding, and the influence of moral leaders and movements advocating for justice and equality. ",Voices for Racial Justice,,10,1,7,7,7,5,7,6,7,7,6.5,6.75,Because that's how much I can afford,Man,,Moderate,,25,Buddhism,Viet Nam,No,Asian,0,0,0,0,0,0,1,1,0,0
234,instructions,Yes,Moral progress can occur by the larger portion of society adopting new moral beliefs and learning more about themselves.,Voices for Racial Justice,,10,1,7,6,7,7,7,7,7,6,6.75,6.75,It's an important cause to me.,Man,,Liberal,,34,Spiritual but no religion,United States of America,No,Black,0,0,1,1,0,0,0,0,0,0
77,instructions,Not sure,"I think moral progress can occur if humans start putting others before themselves more. Everything is used for personal gain, including pretending to be moral. Some people put on acts of ""virture signaling"" without the genuine thought or feeling behind it and are really only looking out for themselves.",A Bond of Love Adoption Agency Inc.,,5,1,7,7,7,7,7,7,7,7,7,7,I would want to know more about the charity before I give more.,Man,,Moderate,,34,Non-denominational Christianity,United States of America,No,White,0,0,1,0,0,0,0,1,0,0
208,instructions,Yes,"I believe that eventually good will always conquer evil, even though sometimes it takes a long time. An example would be abolishing slavery. We are still working toward a goal of equal rights for everyone but we've come a long way morally and ethically in this aspect.",Voices for Racial Justice,,5,1,7,5,7,7,7,7,7,7,6.5,7,I don't make a lot of money but I can afford $5.,Woman,,Moderate,,34,Baptist,United States of America,No,White,0,0,0,0,0,0,0,0,0,0
128,instructions,Yes,Moral progress can occur as we continue to grow as a people. This would also have a lot to do with learning and development.,Nonviolent Peaceforce (peace efforts),,5,1,7,7,7,7,7,7,7,7,7,7,I feel like the amount I selected is reasonable and should be able to give some helping hand to this effort.,Woman,,Moderate,,36,Non-denominational Christianity,United States of America,No,Black,0,0,1,1,0,0,0,0,0,0
276,instructions,Yes,"Moral progress can occur through a combination of education, dialogue, and changing societal norms.",Palestine Children’s Relief Fund,,5,1,7,7,1,7,7,7,7,7,5.5,7,350,Woman,,Very conservative,,29,Islam,United States of America,No,White,0,0,1,1,0,0,1,1,0,0
291,instructions,Yes,It can occur if the family is well and this will affect the upbringing of a child in a good way in the sense that it will instill the right and acceptable moral expected of the child in the society.,Nonviolent Peaceforce (peace efforts),,10,1,7,7,7,7,7,7,7,7,7,7,i divided it into half so as not to be stingy and help the cause ,Man,,Liberal,,42,Catholicism,United States of America,No,Black,1,1,0,0,1,1,0,0,0,0
184,instructions,No,I think moral progress can only come into fruition when society as a collective reviews how they currently live an make an effort to change that. I thin moral change can only  come fromgoing back to religion (islam the true religion),Palestine Children’s Relief Fund,,15,1,7,7,7,6,7,7,7,7,6.75,7,i love the palestianian people,Woman,,Moderate,,21,Islam,United States of America,No,Black,1,1,0,0,1,1,1,1,0,0
